agent_id,customer_id,amount,timestamp,payment_method,remittance_status,branch
AGT003,CUST0073,1276.16,2026-05-30 07:29:21,momo,remitted,Accra
AGT017,CUST0161,1546.15,2026-05-03 23:39:00,momo,missed,Cape_Coast
AGT033,CUST0169,25.7,2025-12-24 16:20:19,bank_transfer,remitted,Takoradi
AGT048,CUST0089,1720.73,2026-03-20 01:00:34,momo,remitted,Kumasi
AGT012,CUST0176,388.33,2026-04-22 11:27:47,momo,pending,Cape_Coast
AGT022,CUST0269,1113.1,2026-02-21 14:44:28,momo,pending,Kumasi
AGT022,CUST0073,843.28,2026-03-28 00:15:19,momo,remitted,Takoradi
AGT046,CUST0245,1444.91,2026-02-07 21:13:48,bank_transfer,remitted,Cape_Coast
AGT030,CUST0077,754.9,2026-03-10 19:22:39,momo,pending,Accra
AGT038,CUST0159,1742.13,2026-01-16 09:22:46,momo,remitted,Accra
AGT038,CUST0489,1466.38,2026-01-18 03:35:43,cash,remitted,Kumasi
AGT045,CUST0459,1302.47,2026-02-06 12:13:34,bank_transfer,remitted,Accra
AGT008,CUST0324,1596.56,2026-02-10 12:31:50,cash,remitted,Accra
AGT027,CUST0098,1512.97,2026-04-06 12:41:35,cash,missed,Accra
AGT027,CUST0381,91.16,2026-06-10 10:55:30,bank_transfer,remitted,Takoradi
AGT034,CUST0102,801.57,2026-03-21 22:38:21,momo,remitted,Accra
AGT021,CUST0494,1863.0,2026-05-25 08:02:55,cash,remitted,Tamale
AGT030,CUST0132,268.93,2026-05-29 06:16:11,bank_transfer,remitted,Cape_Coast
AGT033,CUST0102,1479.45,2026-06-06 02:08:02,momo,remitted,Accra
AGT028,CUST0019,1949.69,2026-04-05 20:35:46,bank_transfer,remitted,Accra
AGT047,CUST0454,123.35,2026-05-23 09:29:31,cash,remitted,Accra
AGT033,CUST0482,1370.74,2026-02-24 04:19:41,momo,remitted,Tamale
AGT005,CUST0082,946.95,2026-01-29 16:02:34,momo,remitted,Accra
AGT048,CUST0397,1166.77,2026-01-13 21:57:58,bank_transfer,remitted,Accra
AGT019,CUST0489,188.98,2026-06-14 07:21:36,momo,remitted,Cape_Coast
AGT004,CUST0279,105.15,2025-12-20 21:41:57,cash,remitted,Tamale
AGT035,CUST0339,1340.4,2026-02-11 16:58:25,cash,missed,Tamale
AGT049,CUST0365,1650.15,2025-12-23 19:21:23,cash,remitted,Accra
AGT017,CUST0331,1568.39,2026-01-24 13:14:45,bank_transfer,remitted,Tamale
AGT044,CUST0129,1096.74,2026-02-22 22:42:15,momo,remitted,Kumasi
AGT028,CUST0344,217.74,2026-03-31 05:33:04,momo,missed,Tamale
AGT030,CUST0310,1382.33,2025-12-21 08:51:33,momo,remitted,Tamale
AGT029,CUST0455,498.94,2026-05-14 18:55:18,cash,pending,Tamale
AGT046,CUST0089,1823.92,2025-12-26 20:43:20,momo,remitted,Takoradi
AGT006,CUST0213,1679.77,2026-02-24 17:45:24,cash,missed,Takoradi
AGT035,CUST0143,1424.58,2026-04-23 05:35:39,momo,missed,Takoradi
AGT041,CUST0065,1898.71,2026-05-30 00:39:44,cash,remitted,Tamale
AGT037,CUST0076,82.22,2026-03-17 22:22:51,momo,remitted,Kumasi
AGT024,CUST0199,1477.68,2025-12-20 02:16:37,bank_transfer,remitted,Tamale
AGT029,CUST0143,673.88,2026-03-08 02:35:22,bank_transfer,remitted,Accra
AGT049,CUST0405,1814.01,2026-04-06 00:49:43,cash,remitted,Kumasi
AGT046,CUST0403,548.02,2026-04-29 21:08:20,cash,remitted,Takoradi
AGT031,CUST0316,1455.22,2026-03-05 08:10:55,momo,remitted,Cape_Coast
AGT035,CUST0093,1757.74,2026-01-17 21:39:07,momo,remitted,Kumasi
AGT033,CUST0473,102.48,2026-02-21 16:21:11,bank_transfer,remitted,Takoradi
AGT021,CUST0417,807.34,2026-02-23 20:31:40,momo,remitted,Kumasi
AGT032,CUST0305,1529.37,2026-05-18 18:47:06,cash,remitted,Kumasi
AGT023,CUST0224,920.74,2026-01-24 14:37:49,cash,missed,Tamale
AGT033,CUST0497,549.16,2026-03-02 12:06:30,cash,remitted,Accra
AGT003,CUST0291,455.21,2026-06-16 00:33:19,cash,pending,Cape_Coast
AGT018,CUST0428,280.41,2025-12-21 20:07:52,cash,remitted,Takoradi
AGT025,CUST0102,1717.12,2026-01-09 20:25:42,bank_transfer,remitted,Kumasi
AGT042,CUST0474,1159.2,2026-03-11 20:02:19,bank_transfer,remitted,Cape_Coast
AGT031,CUST0267,171.24,2026-03-31 18:33:57,cash,remitted,Kumasi
AGT003,CUST0355,777.51,2026-02-24 18:33:51,momo,pending,Accra
AGT040,CUST0456,748.11,2026-01-30 13:13:22,cash,remitted,Cape_Coast
AGT046,CUST0110,379.84,2026-01-25 06:16:21,bank_transfer,remitted,Takoradi
AGT024,CUST0462,882.31,2026-03-18 08:18:39,cash,missed,Kumasi
AGT050,CUST0330,677.56,2026-03-19 16:30:31,bank_transfer,remitted,Accra
AGT032,CUST0450,696.77,2026-01-09 12:05:18,bank_transfer,missed,Cape_Coast
AGT047,CUST0430,1483.27,2026-04-24 02:55:17,cash,missed,Kumasi
AGT022,CUST0265,462.06,2026-05-20 22:44:23,cash,remitted,Kumasi
AGT023,CUST0003,1290.88,2026-01-10 23:23:50,momo,remitted,Takoradi
AGT002,CUST0085,1149.89,2026-04-04 21:34:16,bank_transfer,remitted,Accra
AGT027,CUST0282,1144.82,2026-01-03 01:09:16,momo,remitted,Tamale
AGT042,CUST0328,1332.75,2026-03-28 17:28:32,cash,remitted,Kumasi
AGT002,CUST0304,1105.8,2026-05-10 17:50:41,bank_transfer,missed,Cape_Coast
AGT026,CUST0450,1760.93,2026-03-14 05:43:50,momo,pending,Takoradi
AGT017,CUST0454,1357.65,2026-03-23 18:57:10,momo,remitted,Takoradi
AGT040,CUST0412,1102.99,2026-02-18 07:27:11,momo,remitted,Kumasi
AGT033,CUST0117,1662.93,2026-05-26 12:01:47,cash,remitted,Kumasi
AGT009,CUST0221,1220.17,2026-06-02 19:11:55,cash,remitted,Kumasi
AGT043,CUST0154,596.47,2026-03-07 13:48:18,cash,pending,Tamale
AGT048,CUST0153,430.05,2026-05-12 23:15:58,bank_transfer,remitted,Kumasi
AGT039,CUST0012,321.61,2026-04-30 10:28:50,cash,remitted,Accra
AGT029,CUST0133,1800.92,2026-03-03 07:54:48,bank_transfer,remitted,Cape_Coast
AGT042,CUST0482,1426.07,2025-12-29 21:16:47,momo,pending,Kumasi
AGT026,CUST0304,1876.01,2025-12-28 04:32:56,momo,remitted,Tamale
AGT035,CUST0293,1214.52,2026-04-01 20:51:09,cash,pending,Cape_Coast
AGT050,CUST0463,957.33,2026-03-17 16:27:45,momo,remitted,Takoradi
AGT025,CUST0300,138.24,2026-05-28 00:53:29,cash,pending,Kumasi
AGT024,CUST0228,1349.85,2026-01-12 14:37:18,bank_transfer,remitted,Cape_Coast
AGT013,CUST0271,1172.77,2026-02-15 18:31:38,momo,remitted,Takoradi
AGT007,CUST0043,1980.61,2026-06-14 21:54:55,cash,pending,Tamale
AGT036,CUST0432,493.53,2026-01-16 17:07:00,momo,remitted,Accra
AGT045,CUST0343,1070.86,2026-05-06 07:13:26,momo,remitted,Kumasi
AGT020,CUST0326,1308.9,2026-03-08 13:19:40,cash,remitted,Accra
AGT001,CUST0302,1296.29,2026-01-25 00:16:16,momo,pending,Tamale
AGT008,CUST0498,1131.36,2026-03-16 11:06:28,momo,missed,Cape_Coast
AGT046,CUST0364,1558.32,2026-04-28 22:50:19,momo,remitted,Cape_Coast
AGT016,CUST0379,425.86,2026-01-06 00:22:55,momo,remitted,Tamale
AGT014,CUST0427,1456.74,2026-01-05 18:56:09,bank_transfer,pending,Tamale
AGT012,CUST0493,1247.07,2026-03-03 03:18:49,momo,remitted,Kumasi
AGT023,CUST0021,1794.23,2026-05-12 06:31:00,momo,missed,Takoradi
AGT015,CUST0407,1697.44,2026-05-01 21:26:01,cash,remitted,Accra
AGT028,CUST0107,643.99,2026-06-07 19:29:04,bank_transfer,missed,Accra
AGT034,CUST0336,566.95,2026-05-03 13:26:55,cash,pending,Cape_Coast
AGT002,CUST0303,1963.67,2026-06-07 07:41:47,cash,pending,Cape_Coast
AGT032,CUST0117,1063.99,2026-03-21 03:55:11,cash,remitted,Kumasi
AGT023,CUST0124,1814.71,2026-05-20 13:09:34,bank_transfer,remitted,Tamale
AGT022,CUST0399,344.48,2026-01-16 07:15:48,cash,remitted,Accra
AGT025,CUST0281,1292.78,2026-05-30 03:49:43,cash,remitted,Kumasi
AGT022,CUST0292,1623.52,2026-05-18 12:46:16,cash,remitted,Cape_Coast
AGT022,CUST0203,1895.84,2026-05-11 10:08:25,momo,remitted,Cape_Coast
AGT049,CUST0051,687.93,2026-04-07 02:32:37,cash,missed,Accra
AGT042,CUST0271,1455.46,2026-02-02 14:24:47,bank_transfer,remitted,Cape_Coast
AGT006,CUST0324,1086.85,2026-01-01 17:16:36,bank_transfer,remitted,Cape_Coast
AGT015,CUST0277,140.05,2026-04-04 18:02:25,momo,remitted,Takoradi
AGT043,CUST0141,1386.2,2026-02-17 19:14:43,bank_transfer,remitted,Tamale
AGT037,CUST0470,1386.39,2026-03-05 18:14:44,bank_transfer,remitted,Cape_Coast
AGT033,CUST0275,1862.6,2026-01-18 01:09:45,momo,remitted,Takoradi
AGT008,CUST0290,1004.68,2026-01-25 23:17:42,cash,pending,Kumasi
AGT044,CUST0334,475.9,2026-01-14 12:14:49,momo,remitted,Cape_Coast
AGT044,CUST0381,108.24,2026-01-05 08:53:58,cash,remitted,Kumasi
AGT005,CUST0452,842.97,2025-12-21 18:30:35,cash,remitted,Cape_Coast
AGT039,CUST0496,617.8,2026-03-07 15:15:39,bank_transfer,pending,Accra
AGT004,CUST0373,1526.95,2026-01-03 15:05:08,momo,remitted,Takoradi
AGT006,CUST0052,721.45,2026-05-06 03:37:34,bank_transfer,pending,Takoradi
AGT045,CUST0494,1899.16,2026-04-01 23:39:39,bank_transfer,remitted,Accra
AGT032,CUST0027,1925.37,2026-04-08 17:18:22,cash,missed,Tamale
AGT030,CUST0157,1249.4,2026-04-10 15:59:39,bank_transfer,remitted,Takoradi
AGT047,CUST0239,1858.75,2026-03-07 00:52:25,momo,remitted,Kumasi
AGT035,CUST0156,1526.49,2026-06-11 22:37:51,bank_transfer,remitted,Takoradi
AGT040,CUST0291,1102.78,2026-05-06 14:58:40,bank_transfer,remitted,Tamale
AGT016,CUST0136,377.01,2026-03-21 16:44:21,cash,remitted,Kumasi
AGT013,CUST0144,928.02,2026-02-21 01:41:12,momo,pending,Kumasi
AGT050,CUST0106,1130.53,2026-01-02 19:20:09,bank_transfer,remitted,Accra
AGT042,CUST0420,1730.64,2026-05-18 06:12:10,cash,missed,Cape_Coast
AGT030,CUST0158,973.04,2026-02-16 21:46:16,bank_transfer,pending,Accra
AGT019,CUST0146,1797.4,2026-01-26 18:57:35,momo,remitted,Cape_Coast
AGT017,CUST0002,1355.21,2026-05-03 09:37:14,bank_transfer,pending,Accra
AGT019,CUST0433,291.26,2026-02-24 02:02:27,bank_transfer,remitted,Cape_Coast
AGT028,CUST0077,1990.06,2026-05-02 11:38:05,cash,remitted,Takoradi
AGT026,CUST0132,1063.92,2026-03-15 04:25:41,bank_transfer,missed,Kumasi
AGT037,CUST0090,795.88,2026-05-04 22:44:19,cash,remitted,Cape_Coast
AGT026,CUST0345,1325.05,2026-04-08 18:23:39,momo,remitted,Takoradi
AGT023,CUST0350,235.61,2026-04-20 00:06:22,bank_transfer,remitted,Tamale
AGT009,CUST0459,1280.35,2026-02-17 03:54:44,momo,remitted,Accra
AGT012,CUST0263,1006.51,2026-06-14 18:57:52,momo,missed,Tamale
AGT001,CUST0351,825.21,2026-02-28 07:26:19,bank_transfer,remitted,Takoradi
AGT001,CUST0108,1906.98,2026-01-18 15:37:00,cash,remitted,Tamale
AGT047,CUST0074,1054.63,2026-04-23 21:02:59,momo,remitted,Tamale
AGT034,CUST0039,453.85,2026-05-09 15:46:38,momo,remitted,Takoradi
AGT032,CUST0397,928.75,2026-03-31 15:50:04,bank_transfer,remitted,Kumasi
AGT048,CUST0159,1840.39,2026-06-06 08:32:48,bank_transfer,remitted,Cape_Coast
AGT025,CUST0071,368.67,2026-04-17 17:16:15,bank_transfer,remitted,Accra
AGT040,CUST0447,443.63,2026-02-28 16:04:04,bank_transfer,remitted,Cape_Coast
AGT045,CUST0312,45.8,2026-05-24 00:46:25,bank_transfer,missed,Accra
AGT001,CUST0241,48.1,2026-06-12 19:31:50,bank_transfer,remitted,Cape_Coast
AGT016,CUST0426,1662.2,2026-05-09 07:37:22,cash,pending,Tamale
AGT039,CUST0445,1469.6,2026-05-22 12:28:32,momo,pending,Kumasi
AGT005,CUST0298,722.98,2026-03-09 17:52:44,cash,pending,Tamale
AGT022,CUST0440,1402.66,2026-02-05 12:07:45,cash,missed,Kumasi
AGT029,CUST0036,802.51,2026-01-10 10:06:57,bank_transfer,remitted,Takoradi
AGT003,CUST0084,1906.74,2026-01-20 20:22:00,momo,remitted,Accra
AGT012,CUST0452,1934.76,2026-04-25 10:19:45,cash,remitted,Accra
AGT026,CUST0374,797.73,2026-03-25 11:49:39,bank_transfer,remitted,Takoradi
AGT016,CUST0263,1711.36,2026-05-01 10:55:13,bank_transfer,pending,Cape_Coast
AGT037,CUST0310,1550.72,2026-01-13 05:47:55,momo,remitted,Takoradi
AGT022,CUST0385,633.8,2026-02-08 05:25:46,cash,missed,Takoradi
AGT029,CUST0172,479.44,2026-01-26 20:15:10,cash,remitted,Kumasi
AGT014,CUST0376,927.3,2026-05-16 19:50:13,cash,missed,Takoradi
AGT028,CUST0173,1567.07,2025-12-26 21:47:15,bank_transfer,remitted,Accra
AGT005,CUST0362,1921.13,2026-06-06 01:43:13,momo,remitted,Tamale
AGT047,CUST0047,1531.89,2026-01-22 20:27:53,momo,remitted,Kumasi
AGT049,CUST0379,1713.31,2026-06-05 06:55:11,cash,pending,Kumasi
AGT030,CUST0141,1214.07,2025-12-28 06:02:49,bank_transfer,remitted,Cape_Coast
AGT046,CUST0375,1674.11,2026-05-09 03:43:50,cash,missed,Tamale
AGT005,CUST0406,1573.15,2026-05-27 03:42:12,momo,missed,Kumasi
AGT012,CUST0118,766.43,2026-01-23 00:26:36,bank_transfer,missed,Takoradi
AGT016,CUST0277,1112.94,2026-03-19 15:46:31,cash,remitted,Kumasi
AGT026,CUST0214,1613.41,2026-01-30 23:05:31,cash,missed,Kumasi
AGT026,CUST0220,111.19,2026-05-30 11:57:03,bank_transfer,pending,Kumasi
AGT048,CUST0393,1620.0,2026-02-01 02:48:59,momo,remitted,Cape_Coast
AGT021,CUST0026,372.22,2026-02-18 05:57:02,bank_transfer,remitted,Kumasi
AGT039,CUST0009,1039.07,2026-05-06 20:08:33,cash,remitted,Kumasi
AGT036,CUST0271,1620.39,2026-01-13 22:33:48,cash,remitted,Cape_Coast
AGT033,CUST0010,522.57,2025-12-27 22:29:05,cash,remitted,Tamale
AGT030,CUST0472,506.7,2026-05-21 08:40:02,cash,missed,Accra
AGT037,CUST0378,817.47,2025-12-20 22:17:18,momo,remitted,Cape_Coast
AGT023,CUST0121,1791.39,2026-02-03 16:13:57,momo,remitted,Cape_Coast
AGT010,CUST0125,20.88,2026-03-25 21:51:18,cash,missed,Kumasi
AGT005,CUST0170,1804.74,2025-12-27 21:17:17,momo,remitted,Kumasi
AGT036,CUST0072,324.54,2026-05-14 12:27:30,momo,missed,Accra
AGT034,CUST0152,1980.37,2026-05-10 14:01:56,momo,remitted,Kumasi
AGT031,CUST0208,1910.6,2026-01-18 04:49:44,cash,remitted,Takoradi
AGT010,CUST0049,999.46,2026-01-06 20:00:35,bank_transfer,remitted,Kumasi
AGT019,CUST0154,1035.19,2026-03-22 09:33:09,bank_transfer,remitted,Kumasi
AGT032,CUST0347,973.47,2026-01-20 11:15:57,bank_transfer,remitted,Takoradi
AGT001,CUST0293,1278.18,2026-01-24 02:33:16,cash,pending,Accra
AGT005,CUST0068,199.63,2025-12-23 21:10:45,momo,remitted,Takoradi
AGT045,CUST0050,84.58,2026-01-03 16:37:13,momo,missed,Cape_Coast
AGT004,CUST0152,134.25,2025-12-23 11:32:58,cash,remitted,Takoradi
AGT016,CUST0019,899.84,2026-03-03 10:40:24,cash,remitted,Tamale
AGT024,CUST0100,565.58,2025-12-26 12:03:52,bank_transfer,remitted,Cape_Coast
AGT016,CUST0060,1251.64,2026-01-19 10:07:12,bank_transfer,remitted,Kumasi
AGT002,CUST0167,1985.04,2026-04-29 08:13:51,cash,pending,Cape_Coast
AGT049,CUST0202,784.92,2026-01-17 08:01:40,bank_transfer,missed,Accra
AGT028,CUST0345,1156.21,2026-03-05 19:52:57,momo,pending,Accra
AGT032,CUST0146,842.9,2026-04-15 02:39:11,cash,remitted,Takoradi
AGT027,CUST0403,1697.6,2025-12-29 18:15:24,cash,remitted,Cape_Coast
AGT020,CUST0164,1806.43,2026-02-15 04:45:37,momo,remitted,Kumasi
AGT024,CUST0458,1757.16,2025-12-26 22:32:37,momo,pending,Accra
AGT012,CUST0481,1949.26,2026-02-19 15:55:29,momo,remitted,Kumasi
AGT050,CUST0439,74.49,2026-02-11 14:28:42,bank_transfer,remitted,Tamale
AGT035,CUST0242,1682.84,2026-01-13 07:08:39,cash,remitted,Accra
AGT033,CUST0069,1508.51,2026-04-05 19:17:41,bank_transfer,remitted,Takoradi
AGT033,CUST0175,472.81,2026-01-11 06:14:26,momo,remitted,Tamale
AGT043,CUST0049,1913.51,2026-05-01 18:45:24,bank_transfer,remitted,Cape_Coast
AGT037,CUST0483,313.39,2026-03-26 08:24:01,momo,pending,Kumasi
AGT012,CUST0108,1365.51,2026-03-03 16:32:10,bank_transfer,missed,Accra
AGT003,CUST0226,465.28,2026-01-04 11:39:01,bank_transfer,remitted,Tamale
AGT001,CUST0161,874.13,2026-01-28 19:22:31,momo,remitted,Tamale
AGT033,CUST0119,1443.94,2026-05-03 17:32:08,bank_transfer,remitted,Accra
AGT040,CUST0149,1135.38,2026-03-20 06:35:37,cash,missed,Cape_Coast
AGT010,CUST0465,866.45,2026-03-20 16:34:58,bank_transfer,missed,Cape_Coast
AGT043,CUST0150,666.15,2025-12-23 11:17:20,bank_transfer,missed,Takoradi
AGT044,CUST0432,1682.53,2026-02-16 02:11:44,cash,pending,Cape_Coast
AGT029,CUST0293,304.75,2026-05-30 01:24:38,momo,remitted,Takoradi
AGT013,CUST0143,871.6,2026-05-22 00:33:16,cash,pending,Tamale
AGT012,CUST0419,1809.44,2026-02-22 18:37:12,bank_transfer,remitted,Accra
AGT031,CUST0476,1694.78,2026-06-06 03:00:04,momo,remitted,Cape_Coast
AGT046,CUST0455,813.86,2026-04-15 11:04:53,bank_transfer,pending,Takoradi
AGT002,CUST0160,1530.95,2026-05-24 09:29:34,bank_transfer,remitted,Tamale
AGT050,CUST0011,1649.86,2026-01-21 19:16:39,cash,remitted,Cape_Coast
AGT035,CUST0138,1780.0,2026-03-25 22:06:33,cash,remitted,Kumasi
AGT023,CUST0457,1098.12,2026-05-27 14:40:59,momo,remitted,Tamale
AGT017,CUST0078,424.83,2026-01-08 03:41:15,momo,missed,Cape_Coast
AGT026,CUST0077,525.51,2026-06-06 16:13:21,momo,remitted,Tamale
AGT008,CUST0441,605.48,2026-03-22 02:06:05,bank_transfer,remitted,Accra
AGT029,CUST0254,1195.73,2026-01-22 22:13:26,cash,remitted,Accra
AGT026,CUST0409,84.96,2026-06-04 17:08:20,cash,remitted,Accra
AGT010,CUST0258,1279.36,2026-03-02 02:53:03,cash,remitted,Kumasi
AGT026,CUST0320,741.42,2026-03-27 01:10:58,momo,remitted,Accra
AGT034,CUST0291,604.58,2026-01-28 08:40:48,cash,remitted,Kumasi
AGT041,CUST0263,1761.4,2025-12-19 20:15:13,cash,pending,Accra
AGT007,CUST0085,930.8,2026-03-21 20:42:10,cash,missed,Tamale
AGT004,CUST0146,208.21,2026-01-26 20:43:55,momo,remitted,Cape_Coast
AGT050,CUST0323,1656.96,2026-06-15 22:37:30,cash,remitted,Cape_Coast
AGT045,CUST0042,114.33,2025-12-26 02:31:43,momo,remitted,Accra
AGT011,CUST0374,1458.96,2026-01-19 23:59:45,cash,missed,Cape_Coast
AGT029,CUST0125,1552.33,2026-05-19 21:19:19,cash,remitted,Accra
AGT036,CUST0167,718.15,2026-04-09 16:14:50,cash,pending,Accra
AGT025,CUST0425,1653.08,2026-04-19 08:13:04,momo,missed,Takoradi
AGT021,CUST0241,1041.01,2026-05-08 08:42:05,momo,missed,Takoradi
AGT036,CUST0459,937.32,2026-01-31 14:09:18,cash,missed,Takoradi
AGT010,CUST0487,109.9,2026-04-09 21:44:09,bank_transfer,remitted,Kumasi
AGT037,CUST0280,594.26,2026-01-31 05:10:13,momo,remitted,Takoradi
AGT009,CUST0188,1863.4,2026-04-11 02:19:22,momo,missed,Accra
AGT024,CUST0302,795.81,2025-12-27 04:15:02,cash,remitted,Tamale
AGT035,CUST0019,1102.47,2026-04-19 18:59:24,bank_transfer,remitted,Takoradi
AGT049,CUST0068,1073.4,2026-03-29 09:57:57,cash,remitted,Takoradi
AGT035,CUST0218,1189.05,2026-04-11 18:45:49,momo,remitted,Tamale
AGT048,CUST0102,141.44,2026-03-08 03:01:22,momo,missed,Accra
AGT036,CUST0042,737.11,2026-04-17 08:59:23,cash,remitted,Kumasi
AGT018,CUST0288,1451.79,2026-05-19 18:58:34,cash,remitted,Takoradi
AGT049,CUST0167,417.11,2026-06-12 20:43:33,bank_transfer,missed,Tamale
AGT039,CUST0109,423.09,2026-01-11 04:53:34,bank_transfer,pending,Accra
AGT032,CUST0494,39.98,2026-02-27 02:59:04,momo,remitted,Cape_Coast
AGT024,CUST0036,886.21,2026-05-14 00:10:59,bank_transfer,remitted,Kumasi
AGT023,CUST0232,1767.81,2026-01-21 06:57:54,bank_transfer,remitted,Tamale
AGT032,CUST0229,122.76,2026-03-02 10:29:04,momo,remitted,Tamale
AGT037,CUST0353,398.42,2026-04-16 15:44:01,momo,remitted,Tamale
AGT012,CUST0164,633.97,2026-03-18 22:59:22,momo,remitted,Takoradi
AGT049,CUST0387,1468.81,2026-03-01 22:04:29,momo,pending,Cape_Coast
AGT013,CUST0073,1288.46,2026-01-02 00:48:32,cash,remitted,Kumasi
AGT023,CUST0136,843.57,2026-06-09 20:07:17,momo,remitted,Accra
AGT025,CUST0353,1522.96,2026-05-26 22:52:04,momo,remitted,Accra
AGT035,CUST0379,1227.07,2026-05-29 21:01:44,momo,remitted,Cape_Coast
AGT041,CUST0070,1794.16,2026-05-27 19:55:52,bank_transfer,pending,Tamale
AGT030,CUST0425,1639.69,2026-03-11 23:35:46,momo,remitted,Tamale
AGT017,CUST0487,520.57,2026-01-17 16:21:01,cash,remitted,Tamale
AGT049,CUST0196,557.45,2026-02-15 05:13:05,cash,remitted,Tamale
AGT020,CUST0269,268.21,2026-01-30 11:01:51,momo,missed,Tamale
AGT048,CUST0049,687.19,2026-02-28 21:57:15,cash,remitted,Cape_Coast
AGT025,CUST0316,1999.1,2026-03-14 10:42:47,bank_transfer,remitted,Takoradi
AGT022,CUST0130,823.39,2026-06-08 13:15:55,momo,remitted,Kumasi
AGT013,CUST0444,456.57,2026-03-13 03:35:12,cash,missed,Tamale
AGT019,CUST0005,1529.72,2026-02-23 01:19:46,cash,remitted,Takoradi
AGT049,CUST0428,1094.09,2026-02-22 14:53:24,momo,remitted,Accra
AGT036,CUST0027,316.21,2026-03-12 18:45:01,cash,remitted,Cape_Coast
AGT012,CUST0160,773.77,2026-03-28 13:37:41,momo,remitted,Takoradi
AGT041,CUST0149,840.65,2026-05-04 11:00:02,cash,pending,Tamale
AGT019,CUST0264,1512.58,2026-02-15 11:47:07,bank_transfer,pending,Tamale
AGT012,CUST0230,60.93,2026-01-26 20:04:16,cash,remitted,Tamale
AGT009,CUST0200,552.66,2026-06-02 13:05:37,cash,remitted,Takoradi
AGT007,CUST0050,1044.84,2026-02-07 09:12:45,momo,remitted,Tamale
AGT028,CUST0067,552.32,2026-02-16 08:19:51,cash,remitted,Takoradi
AGT014,CUST0300,1264.3,2026-01-28 12:42:53,momo,remitted,Tamale
AGT031,CUST0381,974.1,2026-01-26 01:54:32,bank_transfer,remitted,Accra
AGT019,CUST0058,736.19,2026-04-07 00:22:26,momo,remitted,Accra
AGT047,CUST0259,1899.43,2026-02-27 14:17:05,momo,remitted,Kumasi
AGT016,CUST0342,1271.68,2026-05-19 14:58:04,cash,missed,Tamale
AGT005,CUST0326,277.28,2026-01-13 03:41:05,bank_transfer,pending,Tamale
AGT035,CUST0130,1128.98,2026-06-02 06:49:35,momo,missed,Takoradi
AGT012,CUST0215,1565.85,2026-06-05 18:34:21,cash,remitted,Takoradi
AGT025,CUST0172,1422.81,2026-05-23 14:21:17,cash,missed,Tamale
AGT021,CUST0258,360.74,2026-05-05 18:25:02,momo,remitted,Kumasi
AGT036,CUST0102,1945.39,2026-03-08 13:03:47,cash,remitted,Tamale
AGT023,CUST0209,908.65,2026-01-07 21:09:27,momo,pending,Takoradi
AGT016,CUST0291,334.87,2026-03-25 09:18:46,momo,remitted,Tamale
AGT039,CUST0354,376.79,2026-01-01 21:02:33,momo,remitted,Takoradi
AGT045,CUST0471,214.51,2026-03-28 11:02:28,bank_transfer,remitted,Tamale
AGT042,CUST0286,1610.97,2025-12-20 06:30:27,momo,remitted,Cape_Coast
AGT039,CUST0116,261.62,2026-01-04 14:03:43,cash,remitted,Takoradi
AGT014,CUST0264,267.75,2026-01-10 06:40:45,bank_transfer,remitted,Kumasi
AGT031,CUST0150,1703.93,2026-01-31 23:00:57,cash,pending,Cape_Coast
AGT005,CUST0300,702.32,2026-05-16 23:48:39,bank_transfer,remitted,Tamale
AGT035,CUST0442,81.1,2026-06-12 23:59:52,bank_transfer,remitted,Takoradi
AGT023,CUST0036,122.75,2026-05-19 15:45:39,bank_transfer,remitted,Cape_Coast
AGT029,CUST0453,301.5,2026-05-10 06:26:00,bank_transfer,remitted,Kumasi
AGT043,CUST0333,442.52,2026-04-07 05:12:40,cash,missed,Takoradi
AGT011,CUST0477,1336.99,2026-01-29 10:15:01,momo,remitted,Cape_Coast
AGT018,CUST0287,331.51,2026-02-20 11:47:00,cash,remitted,Cape_Coast
AGT047,CUST0303,255.37,2026-06-04 03:43:53,momo,remitted,Cape_Coast
AGT012,CUST0311,1534.14,2026-01-23 17:07:00,cash,pending,Accra
AGT009,CUST0208,1348.69,2026-06-15 16:53:46,bank_transfer,pending,Tamale
AGT010,CUST0106,881.94,2026-01-17 08:33:45,bank_transfer,remitted,Takoradi
AGT044,CUST0446,1107.63,2026-02-12 21:27:20,momo,remitted,Takoradi
AGT017,CUST0158,637.73,2026-03-24 14:22:35,momo,remitted,Takoradi
AGT038,CUST0121,975.35,2026-06-01 22:21:31,cash,remitted,Cape_Coast
AGT007,CUST0055,1023.21,2025-12-20 08:08:41,momo,remitted,Tamale
AGT046,CUST0400,786.73,2026-04-10 14:52:57,cash,pending,Kumasi
AGT013,CUST0012,1815.01,2026-05-30 03:05:59,momo,remitted,Takoradi
AGT040,CUST0145,51.8,2025-12-27 15:47:56,momo,missed,Tamale
AGT042,CUST0400,1568.7,2026-02-02 16:55:44,momo,remitted,Tamale
AGT009,CUST0396,266.28,2026-02-12 00:20:04,bank_transfer,remitted,Accra
AGT050,CUST0136,1599.14,2026-01-08 20:16:17,bank_transfer,remitted,Takoradi
AGT027,CUST0468,1239.51,2026-02-06 18:32:54,cash,remitted,Cape_Coast
AGT002,CUST0003,1689.69,2026-04-02 17:27:18,momo,remitted,Tamale
AGT005,CUST0144,213.08,2026-03-29 11:29:54,cash,remitted,Tamale
